id,date,amount,info
7905,2020-12-04,166000,
7906,2020-10-18,24300,
7907,2021-01-23,164200,
7908,2020-09-02,46600,
7909,2020-12-31,148500,
7910,2020-07-09,116400,
7911,2020-12-03,16000,
7912,2021-03-09,34400,
7913,2021-02-06,195900,
7914,2020-07-01,68600,
7915,2020-10-13,102800,
7916,2020-11-01,60700,
7917,2020-09-21,191300,
7918,2021-01-12,117000,
7919,2020-07-03,134500,
7920,2021-04-04,29200,
7921,2021-02-03,119500,
7922,2020-10-26,79700,
7923,2020-07-21,108300,
7924,2021-01-25,45600,
7925,2021-04-11,171000,
7926,2020-12-27,51000,
7927,2020-09-07,65900,
7928,2021-02-05,29200,
7929,2021-04-08,193700,
7930,2020-11-30,37100,
7931,2020-08-18,136600,
7932,2020-08-10,178400,
7933,2020-11-03,33300,
7934,2020-10-07,146700,
7935,2020-09-25,180600,
7936,2020-10-07,14300,
7937,2021-02-04,34300,
7938,2020-10-12,114500,
7939,2020-12-07,138800,
7940,2021-04-14,48200,
7941,2021-01-27,118400,
7942,2020-08-04,144200,
7943,2020-10-12,169500,
7944,2021-04-17,80800,
7945,2020-10-28,98100,
7946,2020-08-14,133400,
7947,2021-04-08,162800,
7948,2021-02-24,151900,
7949,2020-12-25,187200,
7950,2020-12-22,47400,
7951,2020-08-15,85000,
7952,2021-01-21,51700,
7953,2020-11-04,25700,
7954,2020-12-02,126800,
7955,2020-12-28,11200,
7956,2021-02-25,193300,
7957,2020-10-06,168600,
7958,2020-07-05,153200,
7959,2020-10-18,102100,
7960,2020-08-12,105400,
7961,2020-09-26,169500,
7962,2021-04-08,70300,
7963,2020-07-06,179800,
7964,2020-12-19,145200,
7965,2020-11-26,181800,
7966,2020-10-15,159100,
7967,2020-11-26,114100,
7968,2020-09-20,15600,
7969,2020-10-04,94600,
7970,2020-09-28,72000,
7971,2020-12-06,136100,
7972,2020-06-26,107200,
7973,2020-12-09,91500,
7974,2020-11-09,164100,
7975,2021-02-12,127600,
7976,2020-08-29,169700,
7977,2021-03-03,97900,
7978,2021-04-06,132200,
7979,2021-03-11,159800,
7980,2020-12-03,193200,
7981,2020-11-13,157300,
7982,2020-07-31,20200,
7983,2021-02-02,119900,
7984,2020-09-05,171900,
7985,2020-08-15,195800,
7986,2020-08-12,173200,
7987,2021-03-09,128500,
7988,2021-02-14,29000,
7989,2021-02-26,130000,
7990,2021-01-13,68900,
7991,2020-07-30,36600,
7992,2020-08-26,38600,
7993,2020-11-27,84600,
7994,2021-01-12,84400,
7995,2020-12-11,92900,
7996,2021-04-16,110500,
7997,2020-10-03,155900,
7998,2020-10-09,88000,
7999,2021-03-17,91100,
8000,2021-04-03,12100,
8001,2020-10-23,198500,
8002,2020-11-01,181500,
8003,2020-07-26,162300,
8004,2020-10-05,156500,
8005,2020-10-27,193600,
8006,2020-08-02,58800,
8007,2020-07-16,151300,
8008,2021-02-02,130800,
8009,2021-03-25,193200,
8010,2020-12-26,96700,
8011,2021-02-24,136600,
8012,2021-02-19,46200,
8013,2021-03-16,60800,
8014,2020-08-04,55200,
8015,2021-01-23,158200,
8016,2020-09-12,160900,
8017,2020-09-28,143900,
8018,2020-07-26,102300,
8019,2021-03-19,146700,
8020,2021-02-16,42200,
8021,2020-12-18,133100,
8022,2020-07-04,168400,
8023,2020-10-09,29700,
8024,2020-11-04,79300,
8025,2020-07-28,186600,
8026,2020-09-04,74900,
8027,2021-01-31,112100,
8028,2021-01-07,184800,
8029,2020-06-24,177100,
8030,2020-09-20,67200,
8031,2021-02-07,173100,
8032,2020-12-30,57000,
8033,2020-12-19,72700,
8034,2020-06-27,20400,
8035,2020-12-02,167400,
8036,2021-03-20,148100,
8037,2020-11-06,148300,
8038,2020-06-28,116600,
8039,2020-08-29,67500,
8040,2020-06-27,32700,
8041,2020-06-29,30400,
8042,2020-10-05,104100,
8043,2020-10-10,20900,
8044,2020-11-03,51200,
8045,2021-04-06,60800,
8046,2020-12-10,191100,
8047,2021-03-20,177200,
8048,2020-11-29,174300,
8049,2020-12-25,132000,
8050,2021-01-27,175700,
8051,2021-03-14,161500,
8052,2020-10-02,47700,
8053,2021-02-21,56000,
8054,2021-01-29,37900,
8055,2020-06-27,174700,
8056,2020-10-27,36500,
8057,2020-12-20,131800,
8058,2020-12-02,17100,
8059,2020-09-20,17000,
8060,2021-03-06,99100,
8061,2020-12-24,81300,
8062,2020-12-17,39200,
8063,2020-07-24,173600,
8064,2020-12-31,113100,
8065,2020-11-23,145800,
8066,2020-09-30,83800,
8067,2021-04-08,96400,
8068,2020-10-02,59400,
8069,2020-12-03,120300,
8070,2021-02-06,138300,
8071,2020-06-27,183000,
8072,2020-10-27,53500,
8073,2021-03-06,39900,
8074,2021-03-29,22600,
8075,2021-04-07,77000,
8076,2020-10-09,72100,
8077,2021-03-02,80700,
8078,2021-02-28,165800,
8079,2020-11-24,143800,
8080,2020-08-14,148300,
8081,2020-07-23,143400,
8082,2020-07-01,62500,
8083,2021-04-07,72000,
8084,2020-12-18,76200,
8085,2020-11-28,47800,
8086,2020-07-22,67900,
8087,2020-08-15,67400,
8088,2020-09-08,101900,
8089,2020-08-18,33400,
8090,2021-01-16,116100,
8091,2020-07-21,36800,
8092,2020-10-30,61700,
8093,2020-12-23,127700,
8094,2020-08-06,194500,
8095,2020-12-18,124400,
8096,2020-11-17,87900,
8097,2021-03-11,83200,
8098,2020-09-25,78800,
8099,2020-10-05,110000,
8100,2020-06-30,181100,
8101,2021-02-10,120800,
8102,2020-08-19,195900,
8103,2021-02-25,21200,
8104,2021-01-11,32700,
8105,2021-02-16,62900,
8106,2020-10-19,59400,
8107,2020-07-27,121000,
8108,2020-11-28,98900,
8109,2021-03-30,13400,
8110,2020-07-04,94400,
8111,2020-10-24,29600,
8112,2020-12-24,41800,
8113,2020-11-05,171000,
8114,2020-10-14,128500,
8115,2020-08-31,148400,
8116,2020-09-15,160000,
8117,2020-06-25,40600,
8118,2020-07-01,54900,
8119,2021-04-14,150600,
8120,2020-10-18,65300,
8121,2020-12-22,88900,
8122,2020-09-02,47000,
8123,2021-03-01,198100,
8124,2020-08-13,171900,
8125,2021-02-12,155400,
8126,2020-06-29,148100,
8127,2021-01-25,121700,
8128,2021-03-01,171000,
8129,2020-08-01,132300,
8130,2020-08-09,38000,
8131,2021-02-08,99900,
8132,2021-02-09,196300,
8133,2020-09-09,13700,
8134,2020-10-02,90400,
8135,2020-11-19,36500,
8136,2021-01-21,187500,
8137,2020-09-14,89300,
8138,2021-01-09,159800,
8139,2020-08-26,21800,
8140,2020-11-28,76400,
8141,2021-04-14,83200,
8142,2020-09-13,105400,
8143,2020-10-10,184300,
8144,2021-01-23,24600,
8145,2021-04-11,107400,
8146,2020-12-09,91700,
8147,2021-04-03,158500,
8148,2020-08-28,15500,
8149,2020-10-13,140400,
8150,2020-10-04,62200,
8151,2021-03-12,51000,
8152,2020-11-29,151900,
8153,2020-07-14,52400,
8154,2020-09-16,58600,
8155,2020-10-03,183900,
8156,2021-02-26,189700,
8157,2020-11-21,176800,
8158,2021-02-12,13200,
8159,2021-04-01,110200,
8160,2021-03-28,53000,
8161,2020-10-14,42600,
8162,2021-03-18,139400,
8163,2020-08-11,145000,
8164,2021-01-11,71600,
8165,2020-12-07,64100,
8166,2020-11-29,49900,
8167,2020-07-09,105400,
8168,2020-11-23,66200,
8169,2020-07-08,136500,
8170,2021-02-14,122400,
8171,2020-08-18,18400,
8172,2021-01-01,73400,
8173,2020-09-12,154600,
8174,2020-10-14,71800,
8175,2021-04-02,107000,
8176,2021-01-12,115700,
8177,2021-04-12,109000,
8178,2020-10-03,148500,
8179,2020-12-01,108100,
8180,2020-09-29,134400,
8181,2020-09-12,17600,
8182,2021-03-14,37700,
8183,2020-10-02,194400,
8184,2020-10-16,24000,
8185,2020-06-26,153800,
8186,2021-01-30,83100,
8187,2021-01-02,124700,
8188,2020-12-23,29800,
8189,2020-11-13,92200,
8190,2020-11-29,170700,
8191,2021-02-17,175900,
8192,2021-01-31,190600,
8193,2020-12-31,133100,
8194,2020-08-20,29500,
8195,2020-11-03,154700,
8196,2020-11-25,84900,
8197,2020-08-16,136100,
8198,2020-12-25,148500,
8199,2020-06-27,21300,
8200,2021-02-09,173100,
8201,2020-12-12,139900,
8202,2021-04-10,157700,
8203,2020-09-01,160700,
8204,2021-01-23,103600,
8205,2020-12-06,122800,
8206,2021-03-24,82500,
8207,2021-03-05,138400,
8208,2020-11-08,135200,
8209,2021-03-22,10200,
8210,2020-08-29,73400,
8211,2021-01-30,28900,
8212,2021-03-08,114600,
8213,2021-02-01,63900,
8214,2020-10-02,189800,
8215,2020-07-18,143700,
8216,2020-07-09,103900,
8217,2021-01-09,190300,
8218,2020-06-26,79400,
8219,2021-03-07,57200,
8220,2021-02-07,90600,
8221,2020-07-19,68000,
8222,2021-02-05,114500,
8223,2021-03-24,90700,
8224,2020-09-07,169400,
8225,2020-06-27,120700,
8226,2020-12-05,11500,
8227,2020-10-05,89300,
8228,2021-03-17,142100,
8229,2020-11-17,169100,
8230,2020-09-21,171100,
8231,2020-11-30,192600,
8232,2020-10-19,37900,
8233,2020-09-17,128000,
8234,2021-02-18,183800,
8235,2020-07-25,181000,
8236,2021-01-28,121800,
8237,2020-11-11,66700,
8238,2020-09-02,174200,
8239,2020-06-27,94100,
8240,2020-12-26,99200,
8241,2020-12-27,14500,
8242,2020-08-30,103700,
8243,2020-11-21,191400,
8244,2020-11-23,147700,
8245,2021-04-18,172400,
8246,2021-02-02,122200,
8247,2021-03-13,28300,
8248,2020-10-23,38500,
8249,2020-12-01,86100,
8250,2020-09-07,75300,
8251,2020-09-22,191100,
8252,2021-04-07,56800,
8253,2021-02-03,166500,
8254,2020-10-07,162200,
8255,2020-10-29,185800,
8256,2021-01-14,133900,
8257,2020-11-23,43200,
8258,2020-08-28,19600,
8259,2020-07-01,167600,
8260,2021-03-29,54000,
8261,2021-03-11,60700,
8262,2021-04-01,165800,
8263,2021-03-29,88100,
8264,2021-04-17,54000,
8265,2021-01-21,88700,
8266,2021-02-25,13800,
8267,2020-07-07,188500,
8268,2021-04-14,182800,
8269,2020-10-15,146000,
8270,2020-10-13,172300,
8271,2020-07-29,103000,
8272,2020-07-26,139100,
8273,2021-03-01,71200,
8274,2021-01-26,115900,
8275,2021-01-09,103200,
8276,2020-09-16,121200,
8277,2020-12-23,57700,
8278,2020-10-09,64900,
8279,2020-12-31,126400,
8280,2020-11-01,166100,
8281,2021-01-06,109200,
8282,2021-01-02,150600,
8283,2020-09-25,13600,
8284,2020-07-15,79200,
8285,2021-01-17,41200,
8286,2021-03-08,50100,
8287,2021-04-16,166300,
8288,2020-11-24,157700,
8289,2021-03-12,39400,
8290,2020-12-14,74500,
8291,2021-02-17,98300,
8292,2021-03-27,110900,
8293,2020-08-14,75000,
8294,2020-07-25,31600,
8295,2020-09-29,73600,
8296,2020-07-04,197800,
8297,2021-03-09,128800,
8298,2021-01-09,79900,
8299,2020-11-30,96900,
8300,2021-04-18,125700,
8301,2021-01-02,79100,
8302,2021-01-30,186600,
8303,2021-01-11,195100,
8304,2021-01-01,172300,
8305,2020-09-29,126700,
8306,2021-04-10,178900,
8307,2021-03-09,174500,
8308,2021-03-23,135600,
8309,2021-02-09,189000,
8310,2021-04-19,26900,
8311,2020-10-20,88000,
8312,2021-04-06,82600,
8313,2020-12-02,160000,
8314,2020-07-19,18700,
8315,2021-02-16,55900,
8316,2021-02-01,25800,
8317,2020-09-20,141300,
8318,2021-01-17,108600,
8319,2020-12-26,22600,
8320,2020-09-25,87500,
8321,2020-10-29,20000,
8322,2020-12-21,24600,
8323,2021-02-04,96200,
8324,2021-01-20,68500,
8325,2020-07-06,66400,
8326,2020-10-03,137300,
8327,2020-10-12,152800,
8328,2020-10-29,71500,
8329,2020-08-21,148600,
8330,2020-11-29,92200,
8331,2020-08-09,187900,
8332,2020-11-25,10800,
8333,2020-09-09,145500,
8334,2021-04-01,173400,
8335,2020-07-24,25800,
8336,2021-03-22,111900,
8337,2020-08-11,141100,
8338,2020-10-04,182900,
8339,2020-10-29,169700,
8340,2020-06-30,84100,
8341,2020-09-26,120900,
8342,2021-04-09,166500,
8343,2021-04-11,132600,
8344,2020-09-28,171400,
8345,2020-12-28,104600,
8346,2021-02-24,20100,
8347,2020-08-17,143300,
8348,2021-01-05,77900,
8349,2021-01-21,20900,
8350,2020-11-04,140600,
8351,2021-03-06,101000,
8352,2020-08-21,10900,
8353,2020-12-09,144800,
8354,2020-09-12,79500,
8355,2020-07-14,116100,
8356,2021-02-17,101200,
8357,2020-07-10,119200,
8358,2020-09-22,97500,
8359,2020-10-25,143400,
8360,2020-11-25,173000,
8361,2020-09-03,11600,
8362,2020-12-08,64600,
8363,2020-08-18,58800,
8364,2020-06-28,172000,
8365,2021-04-17,164700,
8366,2020-10-31,190100,
8367,2021-03-28,84000,
8368,2020-12-13,148000,
8369,2021-01-14,19800,
8370,2020-12-15,27800,
8371,2020-12-23,71600,
8372,2020-08-05,10200,
8373,2020-09-15,116900,
8374,2020-08-27,49900,
8375,2021-01-04,152400,
8376,2021-01-31,152500,
8377,2020-12-24,95300,
8378,2020-08-15,79300,
8379,2020-11-02,185200,
8380,2020-07-03,182700,
8381,2020-07-05,145800,
8382,2021-03-17,167900,
8383,2021-04-04,40500,
8384,2020-08-20,151400,
8385,2020-10-06,39300,
8386,2020-12-11,99000,
8387,2020-12-23,148900,
8388,2020-10-14,124200,
8389,2021-01-09,70800,
8390,2020-12-18,29200,
8391,2020-11-30,103600,
8392,2021-01-23,108700,
8393,2020-09-10,158600,
8394,2020-09-04,66900,
8395,2021-04-01,85100,
8396,2021-03-26,71900,
8397,2021-04-07,140300,
8398,2021-04-09,111900,
8399,2021-01-14,119400,
8400,2020-10-29,83900,
8401,2020-07-21,109000,
8402,2020-10-16,124800,
8403,2020-09-22,170300,
8404,2020-08-29,146300,
8405,2020-09-12,102600,
8406,2020-12-08,173100,
8407,2021-03-19,51900,
8408,2020-11-24,57700,
8409,2020-06-24,18500,
8410,2020-07-11,190800,
8411,2020-12-28,64100,
8412,2020-11-30,180300,
8413,2020-12-06,154800,
8414,2021-02-26,74900,
8415,2021-02-10,81700,
8416,2021-02-07,77800,
8417,2020-07-18,50600,
8418,2020-11-22,160500,
8419,2020-12-06,162700,
8420,2020-10-10,26000,
8421,2021-02-09,142500,
8422,2020-09-14,177200,
8423,2020-10-27,170000,
8424,2020-07-21,145900,
8425,2020-09-11,64700,
8426,2021-01-07,147000,
8427,2021-03-07,124300,
8428,2021-01-11,62500,
8429,2020-08-24,176000,
8430,2021-01-25,90600,
8431,2020-08-14,155800,
8432,2021-01-24,44900,
8433,2020-10-30,92200,
8434,2020-09-01,167000,
8435,2020-08-07,166400,
8436,2021-03-04,40000,
8437,2020-07-15,158900,
8438,2021-01-20,44800,
8439,2021-01-12,161200,
8440,2021-02-27,148700,
8441,2020-09-26,194300,
8442,2020-10-06,87200,
8443,2020-12-06,49600,
8444,2021-03-22,116800,
8445,2020-07-20,78800,
8446,2021-02-14,103600,
8447,2020-10-24,33700,
8448,2020-07-19,161700,
8449,2020-12-28,159100,
8450,2021-01-17,141100,
8451,2020-08-04,54700,
8452,2021-04-08,100900,
8453,2020-09-25,104400,
8454,2021-02-12,148700,
8455,2020-11-01,50700,
8456,2020-09-23,47600,
8457,2021-03-26,82600,
8458,2020-07-16,107700,
8459,2020-09-21,108100,
8460,2020-08-12,40000,
8461,2020-08-06,65300,
8462,2021-02-14,143200,
8463,2021-03-07,105200,
8464,2020-08-13,14500,
8465,2020-10-08,61300,
8466,2020-08-03,62600,
8467,2021-02-18,103800,
8468,2020-11-27,10700,
8469,2020-08-29,80600,
8470,2021-01-21,150100,
8471,2021-02-09,145000,
8472,2021-02-22,73800,
8473,2020-11-20,188800,
8474,2020-09-22,52100,
8475,2020-11-14,39900,
8476,2020-09-07,47800,
8477,2020-08-09,110300,
8478,2020-06-29,97000,
8479,2020-12-15,123500,
8480,2021-01-13,125700,
8481,2020-12-17,104800,
8482,2020-09-28,137600,
8483,2021-02-11,151800,
8484,2020-08-23,56700,
8485,2020-06-29,73400,
8486,2021-04-13,66400,
8487,2020-08-04,126300,
8488,2020-10-30,15800,
8489,2020-11-17,172900,
8490,2021-02-25,86500,
8491,2021-03-31,163300,
8492,2021-01-15,55100,
8493,2021-03-30,81100,
8494,2021-03-12,199500,
8495,2020-10-06,65200,
8496,2020-10-29,96700,
8497,2020-08-14,119000,
8498,2021-01-11,40300,
8499,2020-12-01,185700,
8500,2020-08-30,111100,
8501,2020-12-03,53000,
8502,2021-01-25,185900,
8503,2021-04-02,90900,
8504,2021-03-13,118200,
8505,2021-04-08,12700,
8506,2021-01-22,112000,
8507,2021-03-25,71700,
8508,2020-11-29,134700,
8509,2021-03-01,145800,
8510,2021-04-16,69400,
8511,2020-11-15,67000,
8512,2020-08-14,121700,
8513,2020-09-29,192800,
8514,2021-02-28,151200,
8515,2021-01-07,189800,
8516,2020-07-05,138500,
8517,2020-11-16,198700,
8518,2020-10-04,157200,
8519,2020-08-08,69100,
8520,2020-10-25,175600,
8521,2020-07-21,150800,
8522,2021-04-14,115100,
8523,2021-02-24,10900,
8524,2020-11-12,89100,
8525,2020-12-09,68100,
8526,2021-03-05,175900,
8527,2020-07-04,180200,
8528,2020-12-02,114000,
8529,2020-07-22,66700,
8530,2021-04-17,39500,
8531,2021-01-20,167300,
8532,2020-12-10,79500,
8533,2020-07-06,105200,
8534,2020-07-14,153600,
8535,2020-10-27,143600,
8536,2020-12-16,128200,
8537,2020-08-03,45000,
8538,2021-03-24,172500,
8539,2021-02-20,45000,
8540,2020-12-25,40000,
8541,2020-08-18,186700,
8542,2020-10-13,162300,
8543,2020-12-28,78100,
8544,2020-10-23,100500,
8545,2020-07-16,152600,
8546,2020-07-03,187400,
8547,2020-09-14,142400,
8548,2020-11-29,112500,
8549,2020-10-11,173100,
8550,2020-10-12,144400,
8551,2020-10-03,10400,
8552,2020-09-16,89700,
8553,2020-10-01,163800,
8554,2020-07-19,108700,
8555,2021-03-25,134900,
8556,2020-08-10,118600,
8557,2020-10-02,77700,
8558,2021-04-11,88800,
8559,2020-09-09,161100,
8560,2020-07-30,131000,
8561,2021-01-09,158900,
8562,2020-12-25,15000,
8563,2020-10-08,190800,
8564,2020-10-01,24900,
8565,2021-03-30,94900,
8566,2020-07-28,55600,
8567,2021-04-19,87200,
8568,2021-03-16,66200,
8569,2021-03-05,23600,
8570,2020-09-07,188600,
8571,2020-07-04,31500,
8572,2021-01-11,70000,
8573,2021-04-05,181600,
8574,2021-03-04,122800,
8575,2020-12-17,81400,
8576,2020-07-06,129800,
8577,2021-03-17,122700,
8578,2021-01-01,29500,
8579,2021-02-02,109800,
8580,2020-11-26,176000,
8581,2021-01-30,174400,
8582,2021-02-24,85500,
8583,2020-12-24,59500,
8584,2021-01-19,93800,
8585,2020-08-17,33900,
8586,2020-09-11,54800,
8587,2020-10-25,185200,
8588,2021-02-26,37300,
8589,2021-01-05,34400,
8590,2020-09-01,96500,
8591,2021-01-29,45600,
8592,2021-02-01,123700,
8593,2021-01-03,124700,
8594,2021-01-02,109300,
8595,2020-12-03,126400,
8596,2021-01-16,175200,
8597,2020-10-16,142300,
8598,2021-02-11,26600,
8599,2021-02-13,60000,
8600,2020-11-10,32500,
8601,2020-07-15,49900,
8602,2020-06-25,123400,
8603,2020-09-21,120200,
8604,2021-02-09,89100,
8605,2020-08-13,170100,
8606,2021-01-13,180600,
8607,2020-10-16,119700,
8608,2020-09-17,71400,
8609,2020-11-23,137500,
8610,2020-12-06,178900,
8611,2021-01-16,103800,
8612,2020-10-16,113100,
8613,2020-09-03,113800,
8614,2021-04-15,192900,
8615,2021-02-25,70000,
8616,2020-08-11,159200,
8617,2020-08-04,192200,
8618,2020-12-23,26700,
8619,2020-10-13,98700,
8620,2021-01-29,34500,
8621,2021-04-19,174100,
8622,2020-06-24,192500,
8623,2020-09-29,126600,
8624,2021-03-25,116600,
8625,2020-12-03,133200,
8626,2020-08-14,158100,
8627,2020-10-12,122300,
8628,2020-09-14,25300,
8629,2021-02-21,18800,
8630,2020-12-13,138500,
8631,2020-07-01,13000,
8632,2020-11-26,141600,
8633,2021-04-19,184900,
8634,2021-02-01,56700,
8635,2020-09-11,116800,
8636,2020-11-14,139100,
8637,2021-03-22,175400,
8638,2020-09-27,76700,
8639,2021-02-16,187000,
8640,2020-08-02,115700,
8641,2020-07-22,36900,
8642,2020-08-16,99000,
8643,2020-11-27,171800,
8644,2020-09-04,102800,
8645,2020-10-12,159300,
8646,2021-04-12,36700,
8647,2020-11-21,53800,
8648,2021-02-15,64300,
8649,2020-12-13,55800,
8650,2021-04-02,115800,
8651,2020-12-07,148300,
8652,2021-03-22,85600,
8653,2020-10-09,123400,
8654,2020-10-09,79800,
8655,2020-12-11,11100,
8656,2021-02-20,40800,
8657,2021-02-23,192500,
8658,2020-07-05,114400,
8659,2021-04-15,21200,
8660,2021-01-27,35600,
8661,2020-09-16,167100,
8662,2020-08-17,81900,
8663,2021-04-08,152500,
8664,2020-11-21,142900,
8665,2021-03-24,107000,
8666,2020-07-05,22200,
8667,2021-03-09,113900,
8668,2021-04-04,60400,
8669,2020-08-31,64400,
8670,2020-10-05,137500,
8671,2021-01-31,75100,
8672,2020-07-10,144800,
8673,2021-03-17,84500,
8674,2020-08-04,162300,
8675,2020-11-14,124900,
8676,2020-08-21,137400,
8677,2020-09-21,139100,
8678,2021-03-04,167700,
8679,2020-07-23,144800,
8680,2020-10-29,58300,
8681,2020-11-02,38600,
8682,2020-07-20,75800,
8683,2020-08-29,55600,
8684,2021-01-24,63300,
8685,2021-02-26,50700,
8686,2020-09-13,142800,
8687,2021-03-05,91000,
8688,2021-01-28,15000,
8689,2021-04-05,33900,
8690,2021-01-08,134000,
8691,2021-01-28,154500,
8692,2020-10-13,167500,
8693,2020-08-12,78900,
8694,2020-08-26,183600,
8695,2021-02-10,53000,
8696,2020-08-10,130000,
8697,2021-03-22,171600,
8698,2021-01-20,183200,
8699,2020-10-27,100300,
8700,2020-10-17,68600,
8701,2021-02-26,173500,
8702,2021-03-13,155200,
8703,2021-02-06,66200,
8704,2021-03-29,34700,
8705,2020-10-19,142800,
8706,2021-04-08,167700,
8707,2020-07-18,66300,
8708,2020-07-20,120900,
8709,2021-02-17,195600,
8710,2020-12-24,121900,
8711,2021-01-05,90500,
8712,2021-03-15,88700,
8713,2021-03-17,63500,
8714,2020-07-18,127000,
8715,2020-07-29,100600,
8716,2020-11-06,157700,
8717,2021-01-29,142000,
8718,2020-11-02,124900,
8719,2020-12-14,39800,
8720,2020-12-19,113200,
8721,2021-01-26,55500,
8722,2020-08-18,112800,
8723,2021-01-13,46400,
8724,2021-01-30,87500,
8725,2020-09-30,115400,
8726,2020-06-25,133900,
8727,2020-08-15,138700,
8728,2020-09-25,199200,
8729,2020-10-12,95900,
8730,2020-08-24,93700,
8731,2021-03-23,17900,
8732,2020-12-25,89200,
8733,2020-09-01,64600,
8734,2020-08-08,64500,
8735,2020-09-05,64900,
8736,2020-06-25,84200,
8737,2021-03-15,24300,
8738,2020-07-20,33800,
8739,2020-08-25,137900,
8740,2021-02-20,191800,
8741,2021-03-12,116300,
8742,2020-11-27,120800,
8743,2020-10-08,110900,
8744,2021-03-31,74700,
8745,2020-08-23,70000,
8746,2020-10-19,156400,
8747,2021-03-28,191300,
8748,2020-11-20,166600,
8749,2021-03-19,118100,
8750,2021-02-24,41300,
8751,2020-10-18,36200,
8752,2021-02-17,107000,
8753,2020-09-10,194800,
8754,2021-01-31,56900,
8755,2020-08-08,185500,
8756,2021-02-07,98100,
8757,2021-01-04,162000,
8758,2021-01-12,62800,
8759,2021-01-29,133700,
8760,2021-03-18,98600,
8761,2020-10-29,135600,
8762,2021-04-12,133900,
8763,2020-10-27,121100,
8764,2020-09-05,197500,
8765,2020-08-10,52300,
8766,2020-10-01,41100,
8767,2020-11-12,12100,
8768,2021-01-10,55000,
8769,2021-02-04,118800,
8770,2020-06-28,166100,
8771,2020-06-24,196700,
8772,2020-07-27,159400,
8773,2021-03-10,12900,
8774,2020-08-01,182600,
8775,2021-03-28,91700,
8776,2021-01-12,163700,
8777,2020-10-30,103400,
8778,2021-04-10,174900,
8779,2020-09-03,69400,
8780,2020-07-01,41900,
8781,2021-01-10,158300,
8782,2021-04-09,192800,
8783,2020-12-30,45200,
8784,2021-01-12,132500,
8785,2021-03-23,176600,
8786,2020-12-01,117000,
8787,2020-12-04,67200,
8788,2021-03-31,114800,
8789,2020-12-20,198600,
8790,2020-08-08,52100,
8791,2020-09-29,193700,
8792,2020-07-04,113900,
8793,2021-02-09,160300,
8794,2020-10-29,38200,
8795,2020-12-20,34300,
8796,2020-07-08,70500,
8797,2020-07-10,62100,
8798,2020-07-20,11600,
8799,2020-11-09,123000,
8800,2020-07-14,11000,
8801,2020-10-26,134800,
8802,2021-04-01,73500,
8803,2021-03-12,85500,
8804,2021-02-17,126000,
8805,2020-08-18,172900,
8806,2020-08-29,37300,
8807,2021-03-04,88500,
8808,2020-09-06,190600,
8809,2021-04-02,141700,
8810,2020-11-09,135700,
8811,2020-07-05,127800,
8812,2021-04-07,74200,
8813,2021-02-07,185900,
8814,2021-02-21,71300,
8815,2021-03-10,37000,
8816,2020-10-26,25500,
8817,2020-06-27,62800,
